0.000000000000000000e+00 -1.403122180840226940e-01 -3.515119092681275731e-02 2.808347328651649571e-02 -1.497495779134839057e-03 4.620625652623994509e-03 8.147345297567944525e-03 2.755854541113296821e-03 2.126936286404380904e-04 9.937714741101301257e-04
1.000000000000000056e-01 -7.519079403904031442e-03 -2.772409337784316474e-02 -2.638539793032140118e-02 2.237340661065245762e-02 -1.345450581412703170e-02 -1.389765319036783894e-02 -1.471880092733742623e-02 -1.012142628526158279e-02 -8.553628292508112102e-03
2.000000000000000111e-01 -7.233240952334740737e-02 6.166781454501873289e-03 1.100535225495380756e-02 -2.861575548394079682e-02 -1.538131209770883003e-02 -7.555667367146381291e-03 -1.449407055894784239e-02 -1.598148362896743835e-02 -1.625641767679220778e-02
3.000000000000000444e-01 -1.357787909471923349e-01 -2.093434393925231590e-02 3.629331520033043934e-02 -2.212237475281590010e-02 -2.413032191194020015e-02 -1.441769062151029498e-02 -2.425413473224263469e-02 -1.989371214608782676e-02 -1.959252884385489710e-02
4.000000000000000222e-01 1.269558496340073561e-01 -4.471758671629769144e-02 -2.923822866281597030e-02 -1.367206716581161573e-02 -3.157460441615845409e-02 -2.789802278963992438e-02 -2.329387796642407374e-02 -2.072791114116162223e-02 -1.993099257445195630e-02
5.000000000000000000e-01 1.939170923082976783e-01 8.289771941698331759e-03 -7.322219686321129739e-03 -7.268870336078755989e-02 -1.137379809355821940e-02 -1.388078829909953488e-02 -2.201617494732885025e-02 -1.676235904790636388e-02 -2.078507819105147869e-02
6.000000000000000888e-01 1.014459543114323153e-03 1.761634172739078019e-02 1.690796991383847897e-03 -1.512132130617716702e-02 -1.436529768246489272e-02 -1.363936381372742555e-02 -1.549923345543136738e-02 -1.932397456021382742e-02 -1.722036677103455302e-02
7.000000000000000666e-01 4.791013160139271504e-02 1.796133874841540634e-02 -8.431811390342300316e-02 -4.550224394200246686e-02 4.574111553111319395e-03 -7.646234508785833793e-03 -1.565307012480946294e-02 -1.153434443436834878e-02 -1.357214577143114886e-02
8.000000000000000444e-01 -5.181569870629535585e-02 -3.619493889430838718e-02 -2.264872673522099963e-02 -4.639480238532269624e-02 -1.366814988744363777e-03 -1.295086063019719284e-02 -3.651046648010126700e-03 -3.300984483792945672e-03 -4.160788204479522190e-03
9.000000000000000222e-01 5.863680252028539985e-02 7.356711687586018657e-03 1.062467055242544492e-02 -2.259425240355393376e-03 6.724593754510481067e-03 -4.299557454335040801e-04 2.144369821176399585e-03 2.755806290856880215e-03 5.413924509238541606e-03
